Vertex1,Vertex2,Type,Date,Text,Link,Likes,Quotes,Retweets,Comments
@Ubisoft,https://twitter.com/Ubisoft/status/1712105796308193414#m,Posted,"Oct 11, 2023 · 2:00 PM UTC",An adventure awaits...,https://twitter.com/Ubisoft/status/1712105796308193414#m,528,6,35,37
@assassinscreed,https://twitter.com/assassinscreed/status/1711819058453114880#m,Posted,"Oct 10, 2023 · 7:00 PM UTC","Stars of Assassin’s Creed Mirage Shohreh Aghdashloo (Roshan) and Lee Majdoub (Basim) are joined by Narrative Director Sarah Beaulieu to discuss how they brought Roshan and Basim to life, and their connections to the characters.  Watch the full video here: https://piped.video/watch?v=nW2YsEfZ72s",https://twitter.com/assassinscreed/status/1711819058453114880#m,1948,23,225,54
@assassinscreed,@originaluser,Retweet,"Oct 10, 2023 · 7:00 PM UTC","Stars of Assassin’s Creed Mirage Shohreh Aghdashloo (Roshan) and Lee Majdoub (Basim) are joined by Narrative Director Sarah Beaulieu to discuss how they brought Roshan and Basim to life, and their connections to the characters.  Watch the full video here: https://piped.video/watch?v=nW2YsEfZ72s",https://twitter.com/assassinscreed/status/1711819058453114880#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1711756652934799774#m,Posted,"Oct 10, 2023 · 2:52 PM UTC",🤯🤯🤯,https://twitter.com/Ubisoft/status/1711756652934799774#m,1993,9,95,137
@Ubisoft,https://twitter.com/Ubisoft/status/1711725365930897676#m,Posted,"Oct 10, 2023 · 12:48 PM UTC",Rev up your engines for The Crew Motorfest sale at the Ubisoft Store! Hit the open road with up to 20% off and play the 5-hour free trial starting October 10 🏁 👉 https://ubi.li/Td9ru,https://twitter.com/Ubisoft/status/1711725365930897676#m,381,4,33,39
@princeofpersia,https://twitter.com/princeofpersia/status/1711409530922307922#m,Posted,"Oct 9, 2023 · 3:53 PM UTC","Hi!  Twitch Stream is starting now!   Okay, bye, see you there. 👋 twitch.tv/ubisoft",https://twitter.com/princeofpersia/status/1711409530922307922#m,236,3,36,19
@princeofpersia,@originaluser,Retweet,"Oct 9, 2023 · 3:53 PM UTC","Hi!  Twitch Stream is starting now!   Okay, bye, see you there. 👋 twitch.tv/ubisoft",https://twitter.com/princeofpersia/status/1711409530922307922#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1711402806546931999#m,Posted,"Oct 9, 2023 · 3:26 PM UTC",How are you enjoying the world of #AssassinsCreed Mirage so far?  📸 @gongasleet,https://twitter.com/Ubisoft/status/1711402806546931999#m,2922,33,137,562
@Ubisoft,https://twitter.com/Ubisoft/status/1711382321234903546#m,Posted,"Oct 9, 2023 · 2:05 PM UTC","For Latin American Heritage Month we're taking a deep dive into the world of #FarCry6!  Discover how members of 'GENTE', our Employee Resource Group for those of Latin American descent, channeled their culture to into the world of Yara to help bring the experience to life.  ✨ https://ubi.li/T9iCy",https://twitter.com/Ubisoft/status/1711382321234903546#m,268,0,20,20
@TheCrewGame,https://twitter.com/TheCrewGame/status/1709977247329722462#m,Posted,"Oct 5, 2023 · 5:02 PM UTC","We all have a story on the road, but what's the ultimate definition of car culture?   Watch this documentary to learn more about the world of cars 🏎️  https://piped.video/o5k_9A0zj0o",https://twitter.com/TheCrewGame/status/1709977247329722462#m,628,4,86,84
@TheCrewGame,@originaluser,Retweet,"Oct 5, 2023 · 5:02 PM UTC","We all have a story on the road, but what's the ultimate definition of car culture?   Watch this documentary to learn more about the world of cars 🏎️  https://piped.video/o5k_9A0zj0o",https://twitter.com/TheCrewGame/status/1709977247329722462#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1710663782781927607#m,Posted,"Oct 7, 2023 · 2:30 PM UTC","""FORM THE RAINBOW!!""  🌈: https://ubi.li/Kb76x #CaptainLaserHawk",https://twitter.com/Ubisoft/status/1710663782781927607#m,439,6,53,37
@Ubisoft,https://twitter.com/Ubisoft/status/1710302473397686283#m,Posted,"Oct 6, 2023 · 2:34 PM UTC",Press a button to start... (volume ON!) #AssassinsCreed,https://twitter.com/Ubisoft/status/1710302473397686283#m,1937,26,194,127
@Ubisoft,https://twitter.com/Ubisoft/status/1710280746198298830#m,Posted,"Oct 6, 2023 · 1:08 PM UTC","Your #AssassinsCreed Mirage adventure continues on music platforms with the Original Soundtrack by @B_Angelides, OUT NOW 🎵  Listen here 👉 https://ubi.li/uPcYo",https://twitter.com/Ubisoft/status/1710280746198298830#m,668,1,68,35
@Ubisoft,https://twitter.com/Ubisoft/status/1709955406011789614#m,Posted,"Oct 5, 2023 · 3:35 PM UTC",#AssassinsCreed Mirage is finally here!  Are you ready to follow Basim's epic journey through Baghdad?  Available now: https://ubi.li/0b8fK,https://twitter.com/Ubisoft/status/1709955406011789614#m,1620,25,197,115
@LifeatUbisoft,https://twitter.com/LifeatUbisoft/status/1709935803630236109#m,Posted,"Oct 5, 2023 · 2:17 PM UTC",LAUNCH DAY!!!  We'd like to take this moment to give a HUGE congratulations to all of our teams around the world that worked to bring #AssassinsCreed Mirage to life 👏❤,https://twitter.com/LifeatUbisoft/status/1709935803630236109#m,633,6,55,36
@LifeatUbisoft,@originaluser,Retweet,"Oct 5, 2023 · 2:17 PM UTC",LAUNCH DAY!!!  We'd like to take this moment to give a HUGE congratulations to all of our teams around the world that worked to bring #AssassinsCreed Mirage to life 👏❤,https://twitter.com/LifeatUbisoft/status/1709935803630236109#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1709872195655053697#m,Posted,"Oct 5, 2023 · 10:04 AM UTC",Today's the day! ☀ #AsssassinsCreed,https://twitter.com/Ubisoft/status/1709872195655053697#m,4279,63,406,150
@assassinscreed,https://twitter.com/assassinscreed/status/1709621905861276092#m,Posted,"Oct 4, 2023 · 5:30 PM UTC","Learn more about the development team's approach regarding accessibility, as well as the gameplay options available in Assassin's Creed Mirage.",https://twitter.com/assassinscreed/status/1709621905861276092#m,1670,7,138,39
@assassinscreed,@originaluser,Retweet,"Oct 4, 2023 · 5:30 PM UTC","Learn more about the development team's approach regarding accessibility, as well as the gameplay options available in Assassin's Creed Mirage.",https://twitter.com/assassinscreed/status/1709621905861276092#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1709569733933113479#m,Posted,"Oct 4, 2023 · 2:02 PM UTC",See you in Baghdad #AssassinsCreed Mirage out tomorrow,https://twitter.com/Ubisoft/status/1709569733933113479#m,4381,85,439,215
@Ubisoft,https://twitter.com/Ubisoft/status/1709250541006516339#m,Posted,"Oct 3, 2023 · 4:54 PM UTC","Welcome to Incursion: Paradise Lost, the newest and most challenging endgame content in @TheDivisionGame, dropping today!",https://twitter.com/Ubisoft/status/1709250541006516339#m,676,3,81,37
@assassinscreed,https://twitter.com/assassinscreed/status/1709236869303521710#m,Posted,"Oct 3, 2023 · 4:00 PM UTC","We're celebrating the upcoming launch of Assassin's Creed Mirage--starting right now!  Join us on Twitch for exclusive drops, a Collector’s Case giveaway, celebrity guest appearances, and live gameplay!",https://twitter.com/assassinscreed/status/1709236869303521710#m,1191,15,144,67
@assassinscreed,@originaluser,Retweet,"Oct 3, 2023 · 4:00 PM UTC","We're celebrating the upcoming launch of Assassin's Creed Mirage--starting right now!  Join us on Twitch for exclusive drops, a Collector’s Case giveaway, celebrity guest appearances, and live gameplay!",https://twitter.com/assassinscreed/status/1709236869303521710#m,,,,
@assassinscreed,https://twitter.com/assassinscreed/status/1709191574595174514#m,Posted,"Oct 3, 2023 · 1:00 PM UTC","Discover the official release timing of Mirage on XBOX, PlayStation and PC in your region 🕐  #AssassinsCreed",https://twitter.com/assassinscreed/status/1709191574595174514#m,3130,139,467,226
@assassinscreed,@originaluser,Retweet,"Oct 3, 2023 · 1:00 PM UTC","Discover the official release timing of Mirage on XBOX, PlayStation and PC in your region 🕐  #AssassinsCreed",https://twitter.com/assassinscreed/status/1709191574595174514#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1708854873104462013#m,Posted,"Oct 2, 2023 · 2:42 PM UTC",3 days before #AssassinsCreed Mirage! Pre-order here: https://ubi.li/UzTr1,https://twitter.com/Ubisoft/status/1708854873104462013#m,943,11,88,65
@Ubisoft,https://twitter.com/Ubisoft/status/1708818794301345984#m,Posted,"Oct 2, 2023 · 12:18 PM UTC","Get ready to build, trade, and conquer with an Autumn Sale discount on Anno 1800 at the Ubisoft Store! 🍂",https://twitter.com/Ubisoft/status/1708818794301345984#m,172,2,10,17
@Ubisoft,https://twitter.com/Ubisoft/status/1707788879510589776#m,Posted,"Sep 29, 2023 · 4:06 PM UTC","""I could talk about frogs for hours""  #CaptainLaserhawk's Creator and Showrunner, Adi Shankar 🐸 See more 📼 https://piped.video/6o5xuJ2RPCM",https://twitter.com/Ubisoft/status/1707788879510589776#m,497,7,61,33
@growtopiagame,https://twitter.com/growtopiagame/status/1707364747757171102#m,Posted,"Sep 28, 2023 · 12:00 PM UTC","Hey Growtopians!  From shadowed alleys to pixel realms, Connor’s, Kassandra’ and Basim’s, creed knows no bounds. Take a leap of faith and celebrate the Assassin's Creed Weekend from September 28th - October 1st! Choose the Assassin you want to be.  ~ The Growtopia Team",https://twitter.com/growtopiagame/status/1707364747757171102#m,198,4,18,9
@growtopiagame,@originaluser,Retweet,"Sep 28, 2023 · 12:00 PM UTC","Hey Growtopians!  From shadowed alleys to pixel realms, Connor’s, Kassandra’ and Basim’s, creed knows no bounds. Take a leap of faith and celebrate the Assassin's Creed Weekend from September 28th - October 1st! Choose the Assassin you want to be.  ~ The Growtopia Team",https://twitter.com/growtopiagame/status/1707364747757171102#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1707728225508470874#m,Posted,"Sep 29, 2023 · 12:05 PM UTC",Revamp your gaming library this Autumn at the Ubisoft Store! 🍂 Fall into savings and score up to 85% off on your favorite games.,https://twitter.com/Ubisoft/status/1707728225508470874#m,330,4,30,30
@assassinscreed,https://twitter.com/assassinscreed/status/1707425078118338944#m,Posted,"Sep 28, 2023 · 4:00 PM UTC",One week until Mirage releases. 🦅  Are you ready to leave your life behind and walk the path of shadows?  #AssassinsCreed,https://twitter.com/assassinscreed/status/1707425078118338944#m,5773,230,764,213
@assassinscreed,@originaluser,Retweet,"Sep 28, 2023 · 4:00 PM UTC",One week until Mirage releases. 🦅  Are you ready to leave your life behind and walk the path of shadows?  #AssassinsCreed,https://twitter.com/assassinscreed/status/1707425078118338944#m,,,,
@Trackmania,https://twitter.com/Trackmania/status/1707410034865344894#m,Posted,"Sep 28, 2023 · 3:00 PM UTC",The new Fall campaign is coming on Sunday! 🍂  25 new campaign tracks and 8 free Tracks of the Day to celebrate the new season!  Read our full article ➡️ https://www.trackmania.com/news/7695,https://twitter.com/Trackmania/status/1707410034865344894#m,467,12,48,29
@Trackmania,@originaluser,Retweet,"Sep 28, 2023 · 3:00 PM UTC",The new Fall campaign is coming on Sunday! 🍂  25 new campaign tracks and 8 free Tracks of the Day to celebrate the new season!  Read our full article ➡️ https://www.trackmania.com/news/7695,https://twitter.com/Trackmania/status/1707410034865344894#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1707409897178951895#m,Posted,"Sep 28, 2023 · 3:00 PM UTC","Attention Riders! Try out @RidersRepublic and the new skateboard sport from September 28th to October 2nd. Your progression is saved if you buy the game, up to 75% off! 🛹",https://twitter.com/Ubisoft/status/1707409897178951895#m,164,4,22,11
@Ubisoft,https://twitter.com/Ubisoft/status/1707395844511551761#m,Posted,"Sep 28, 2023 · 2:04 PM UTC","Embrace the remix...   #CaptainLaserhawk: A Blood Dragon Remix, coming to Netflix on October 19th.",https://twitter.com/Ubisoft/status/1707395844511551761#m,642,13,59,40
@Ubisoft,https://twitter.com/Ubisoft/status/1707372121196732520#m,Posted,"Sep 28, 2023 · 12:30 PM UTC","🎉 Join us in wishing @UbiBarcelona a happy 25th anniversary 🎉  Learn more about the team, and the studio's journey:",https://twitter.com/Ubisoft/status/1707372121196732520#m,434,11,46,29
@Ubisoft,https://twitter.com/Ubisoft/status/1707075403129499855#m,Posted,"Sep 27, 2023 · 4:51 PM UTC",Meet Dolph Laserhawk and many (many) more...  Captain Laserhawk: A Blood Dragon Remix invades Netflix on October 19th.  📼: https://ubi.li/JL53L,https://twitter.com/Ubisoft/status/1707075403129499855#m,1836,147,349,79
@Ubisoft,https://twitter.com/Ubisoft/status/1707063140104454156#m,Posted,"Sep 27, 2023 · 4:02 PM UTC","For every light, there's a shadow… Find out October 5th in #AssassinsCreed Mirage. Music by @OneRepublic featuring @mishaaltamer  Watch the full trailer on YouTube: https://piped.video/IRNOoOYVn80",https://twitter.com/Ubisoft/status/1707063140104454156#m,728,12,106,34
@PlayXDefiant,https://twitter.com/PlayXDefiant/status/1706728350738231479#m,Posted,"Sep 26, 2023 · 5:52 PM UTC","Announcing XDefiant Public Test Sessions!  Test our platform we will be using for new, upcoming changes and content to the game this Thursday, 9/28, from 12 PM PT to 6 PM PT.  Pre-load is available now on Ubisoft Connect for PC!  Learn More: playxdefiant.com/PTS-Announc…",https://twitter.com/PlayXDefiant/status/1706728350738231479#m,7221,520,1186,864
@PlayXDefiant,@originaluser,Retweet,"Sep 26, 2023 · 5:52 PM UTC","Announcing XDefiant Public Test Sessions!  Test our platform we will be using for new, upcoming changes and content to the game this Thursday, 9/28, from 12 PM PT to 6 PM PT.  Pre-load is available now on Ubisoft Connect for PC!  Learn More: playxdefiant.com/PTS-Announc…",https://twitter.com/PlayXDefiant/status/1706728350738231479#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1706668182159884305#m,Posted,"Sep 26, 2023 · 1:52 PM UTC",It's a sunny day in O'ahu #TheCrewMotorfest  📸 by @LuanLM92,https://twitter.com/Ubisoft/status/1706668182159884305#m,353,1,24,30
@Ubisoft,https://twitter.com/Ubisoft/status/1706304507800375802#m,Posted,"Sep 25, 2023 · 1:47 PM UTC",#AssassinsCreed Mirage is only a couple of weeks away! Did you know you can play on day 1 with a Ubisoft+ subscription? Join now!,https://twitter.com/Ubisoft/status/1706304507800375802#m,1410,21,149,139
@LifeatUbisoft,https://twitter.com/LifeatUbisoft/status/1706259227289829473#m,Posted,"Sep 25, 2023 · 10:47 AM UTC",Is this you??  ✨ A woman or non-binary individual 📚 Current student/ <2 year graduate 🎮 Wanting to work in games 🤝 Looking for mentorship 🌍 Based in one of our 19 locations worldwide...  Then discover and apply to Develop at Ubisoft!  ▶ ubi.li/funJP,https://twitter.com/LifeatUbisoft/status/1706259227289829473#m,175,16,43,45
@LifeatUbisoft,@originaluser,Retweet,"Sep 25, 2023 · 10:47 AM UTC",Is this you??  ✨ A woman or non-binary individual 📚 Current student/ <2 year graduate 🎮 Wanting to work in games 🤝 Looking for mentorship 🌍 Based in one of our 19 locations worldwide...  Then discover and apply to Develop at Ubisoft!  ▶ ubi.li/funJP,https://twitter.com/LifeatUbisoft/status/1706259227289829473#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1705597897004208407#m,Posted,"Sep 23, 2023 · 3:00 PM UTC","Meet Bullfrog, master Assassin...  Tune in for the brand NEW trailer for Captain Laserhawk: A Blood Dragon Remix!  🐸 #NetflixDrop01: September 27",https://twitter.com/Ubisoft/status/1705597897004208407#m,330,4,56,14
@Ubisoft,https://twitter.com/Ubisoft/status/1705267513720820000#m,Posted,"Sep 22, 2023 · 5:07 PM UTC",Meet Dolph Laserhawk...  Tune in for the brand NEW trailer for Captain Laserhawk: A Blood Dragon Remix!  📺 #NetflixDrop01: September 27,https://twitter.com/Ubisoft/status/1705267513720820000#m,206,3,26,12
@Ubisoft,https://twitter.com/Ubisoft/status/1705252129403789703#m,Posted,"Sep 22, 2023 · 4:06 PM UTC","For every light, there's a shadow… @AssassinsCreed Mirage, coming October 5th. Music by @OneRepublic featuring @mishaaltamer Watch and listen here: https://ubi.li/TpPQR",https://twitter.com/Ubisoft/status/1705252129403789703#m,1000,23,147,37
@Ubisoft,https://twitter.com/Ubisoft/status/1704891014610051245#m,Posted,"Sep 21, 2023 · 4:11 PM UTC",See what the hype is about for #TheCrewMotorfest... and this is just the start!,https://twitter.com/Ubisoft/status/1704891014610051245#m,370,3,25,36
@Ubisoft,https://twitter.com/Ubisoft/status/1704847552024027483#m,Posted,"Sep 21, 2023 · 1:18 PM UTC","Ready for a mind-bending adventure? Dive into the digital realm with Cyber Hook, now part of Ubisoft+'s Indie Collection! 🕹️ Swing through neon landscapes, conquer obstacles, and embrace the ultimate cyber challenge. 👉 https://ubi.li/OR31Z",https://twitter.com/Ubisoft/status/1704847552024027483#m,183,2,17,20
@skullnbonesgame,https://twitter.com/skullnbonesgame/status/1704510940564124067#m,Posted,"Sep 20, 2023 · 3:00 PM UTC","Check out some of our fearsome pirates from @PhuzzyBond's battle against a chilling Ghost Ship, to @Spammals' epic clash against the vicious Kuharibu, and so many other exciting moments caught during #SnBClosedBeta 🔥 A HUGE thank you to all for your involvement and passion! 🏴‍☠️",https://twitter.com/skullnbonesgame/status/1704510940564124067#m,396,17,48,47
@skullnbonesgame,@originaluser,Retweet,"Sep 20, 2023 · 3:00 PM UTC","Check out some of our fearsome pirates from @PhuzzyBond's battle against a chilling Ghost Ship, to @Spammals' epic clash against the vicious Kuharibu, and so many other exciting moments caught during #SnBClosedBeta 🔥 A HUGE thank you to all for your involvement and passion! 🏴‍☠️",https://twitter.com/skullnbonesgame/status/1704510940564124067#m,,,,
@RidersRepublic,https://twitter.com/RidersRepublic/status/1704163684208025890#m,Posted,"Sep 19, 2023 · 4:00 PM UTC","How's it going Riders?   Skateboard is right around the corner in Riders Republic! You'll soon be able to ollie, kickflip, nosegrind and a lot more in Season 8: The Deck Festival.   Join the newest sport addition - coming September 27th on all platforms 🛹",https://twitter.com/RidersRepublic/status/1704163684208025890#m,631,25,81,100
@RidersRepublic,@originaluser,Retweet,"Sep 19, 2023 · 4:00 PM UTC","How's it going Riders?   Skateboard is right around the corner in Riders Republic! You'll soon be able to ollie, kickflip, nosegrind and a lot more in Season 8: The Deck Festival.   Join the newest sport addition - coming September 27th on all platforms 🛹",https://twitter.com/RidersRepublic/status/1704163684208025890#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1704178305522434056#m,Posted,"Sep 19, 2023 · 4:59 PM UTC",Watch the PC Features Trailer of @AssassinsCreed Mirage now! Fully immerse yourself in 9th century Baghdad and take advantage of Intel technology to bring your gaming experience to the next level.  Watch the full trailer now: https://ubi.li/jZqsT,https://twitter.com/Ubisoft/status/1704178305522434056#m,831,16,101,48
@Ubisoft,https://twitter.com/Ubisoft/status/1704164162312524129#m,Posted,"Sep 19, 2023 · 4:02 PM UTC",Ubisoft Connect's PC Beta is out now! 🎉   Try it today: https://ubi.li/jenda,https://twitter.com/Ubisoft/status/1704164162312524129#m,515,6,48,32
@Ubisoft,https://twitter.com/Ubisoft/status/1703800035530441089#m,Posted,"Sep 18, 2023 · 3:55 PM UTC",Which one 🤔,https://twitter.com/Ubisoft/status/1703800035530441089#m,785,26,29,180
@Ubisoft,https://twitter.com/Ubisoft/status/1703750790748176552#m,Posted,"Sep 18, 2023 · 12:40 PM UTC",Kickoff your career in video games with the Develop at Ubisoft program!  ✅ An opportunity to grow with a Ubisoft mentor by your side ✅ Two tracks available: Game Design and Programming ✅ For women and non binary people  Applications are now open! ➡️ https://ubi.li/funJP,https://twitter.com/Ubisoft/status/1703750790748176552#m,285,9,52,51
@Ubisoft,https://twitter.com/Ubisoft/status/1702701698890735748#m,Posted,"Sep 15, 2023 · 3:11 PM UTC","A huge congratulations to our teams on the launch of #TheCrewMotorfest 👏👏  To our players, we hope you're enjoying the beauty of O’ahu ☀ #LifeAtUbi",https://twitter.com/Ubisoft/status/1702701698890735748#m,979,9,90,137
@Ubisoft,https://twitter.com/Ubisoft/status/1702668864390111597#m,Posted,"Sep 15, 2023 · 1:01 PM UTC",Test #TheCrewMotorfest for free during 5 hours and keep your progression if you purchase the game!,https://twitter.com/Ubisoft/status/1702668864390111597#m,289,1,18,22
@NintendoAmerica,https://twitter.com/NintendoAmerica/status/1702338109751648460#m,Posted,"Sep 14, 2023 · 3:06 PM UTC",Dash into a stylish and thrilling action-adventure platformer set in a mythological Persian world when #PrinceofPersia The Lost Crown releases for Nintendo Switch on Jan. 18! #NintendoDirect,https://twitter.com/NintendoAmerica/status/1702338109751648460#m,1911,69,342,58
@NintendoAmerica,@originaluser,Retweet,"Sep 14, 2023 · 3:06 PM UTC",Dash into a stylish and thrilling action-adventure platformer set in a mythological Persian world when #PrinceofPersia The Lost Crown releases for Nintendo Switch on Jan. 18! #NintendoDirect,https://twitter.com/NintendoAmerica/status/1702338109751648460#m,,,,
@AvatarFrontiers,https://twitter.com/AvatarFrontiers/status/1702437392253157536#m,Posted,"Sep 14, 2023 · 9:41 PM UTC","Avatar: Frontiers of Pandora is coming December 7, 2023, on Playstation®5, Xbox Series X|S, and PC. Meet new Na'vi clans, learn their ways, and protect Pandora from the RDA in the upcoming game.",https://twitter.com/AvatarFrontiers/status/1702437392253157536#m,2708,207,622,136
@AvatarFrontiers,@originaluser,Retweet,"Sep 14, 2023 · 9:41 PM UTC","Avatar: Frontiers of Pandora is coming December 7, 2023, on Playstation®5, Xbox Series X|S, and PC. Meet new Na'vi clans, learn their ways, and protect Pandora from the RDA in the upcoming game.",https://twitter.com/AvatarFrontiers/status/1702437392253157536#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1702333418468769838#m,Posted,"Sep 14, 2023 · 2:48 PM UTC",Vroom vroom 🏎 #TheCrewMotorfest is out today!,https://twitter.com/Ubisoft/status/1702333418468769838#m,690,8,59,63
@Ubisoft,https://twitter.com/Ubisoft/status/1702256844406714649#m,Posted,"Sep 14, 2023 · 9:43 AM UTC","It’s time to drive through O’ahu!  #TheCrewMotorfest, out now on PlayStation, Xbox, Epic, Ubisoft Connect and Luna.",https://twitter.com/Ubisoft/status/1702256844406714649#m,541,6,57,28
@Ubisoft,https://twitter.com/Ubisoft/status/1701964373927825550#m,Posted,"Sep 13, 2023 · 2:21 PM UTC","Start your engines, and get ready to explore...  #TheCrewMotorfest, out tomorrow!",https://twitter.com/Ubisoft/status/1701964373927825550#m,522,3,32,35
@Ubisoft,https://twitter.com/Ubisoft/status/1701879747410526607#m,Posted,"Sep 13, 2023 · 8:45 AM UTC",Embark on a hauntingly beautiful journey with The Wanderer: Frankenstein's Creature 🧟‍♂️ Unleash your inner explorer and experience the iconic creature's quest for belonging. Now part of the Ubisoft+ Indie Collection. 👉 https://ubi.li/i4ul6,https://twitter.com/Ubisoft/status/1701879747410526607#m,158,0,21,4
@TheCrewGame,https://twitter.com/TheCrewGame/status/1701596536877302028#m,Posted,"Sep 12, 2023 · 2:00 PM UTC",Your journey to O'ahu is just about to start ! #TheCrewMotorfest,https://twitter.com/TheCrewGame/status/1701596536877302028#m,840,3,64,69
@TheCrewGame,@originaluser,Retweet,"Sep 12, 2023 · 2:00 PM UTC",Your journey to O'ahu is just about to start ! #TheCrewMotorfest,https://twitter.com/TheCrewGame/status/1701596536877302028#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1701609104421384331#m,Posted,"Sep 12, 2023 · 2:49 PM UTC",AS IF you doubted they were rockstars…  @MarioRabbids #RaymanInThePhantomShow,https://twitter.com/Ubisoft/status/1701609104421384331#m,641,5,97,26
@Ubisoft,https://twitter.com/Ubisoft/status/1701270787280302262#m,Posted,"Sep 11, 2023 · 4:25 PM UTC","Join us in celebrating #TheCrewMotorfest's launch week with our exclusive Live Action Launch Trailer, and get a glimpse of the Hawaiian dream that awaits you at Motorfest!  The Crew Motorfest releases on September 14, 2023.",https://twitter.com/Ubisoft/status/1701270787280302262#m,505,10,67,36
@Ubisoft,https://twitter.com/Ubisoft/status/1701248390225449203#m,Posted,"Sep 11, 2023 · 2:56 PM UTC","Start your engines, #TheCrewMotorfest Early Access begins today!  Pre-order: 👉https://ubi.li/hDWDF",https://twitter.com/Ubisoft/status/1701248390225449203#m,843,6,76,47
@Ubisoft,https://twitter.com/Ubisoft/status/1700151507641872759#m,Posted,"Sep 8, 2023 · 2:18 PM UTC","From classic to modern, cars to planes, boats to quads, explore O'ahu the way you want #TheCrewMotorfest",https://twitter.com/Ubisoft/status/1700151507641872759#m,535,6,52,40
@TheCrewGame,https://twitter.com/TheCrewGame/status/1699497696241852511#m,Posted,"Sep 6, 2023 · 7:00 PM UTC","#TheCrewMotorfest launches on September 14, and we're working to ensure that its roads are open to as many players as possible.",https://twitter.com/TheCrewGame/status/1699497696241852511#m,1019,17,108,58
@TheCrewGame,@originaluser,Retweet,"Sep 6, 2023 · 7:00 PM UTC","#TheCrewMotorfest launches on September 14, and we're working to ensure that its roads are open to as many players as possible.",https://twitter.com/TheCrewGame/status/1699497696241852511#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1699826961021841829#m,Posted,"Sep 7, 2023 · 4:48 PM UTC",🐉 The show is about to begin ! How hungry can the dead be? 🐉 Year 7 Season 3 of @ForHonorGame is coming on September 14!,https://twitter.com/Ubisoft/status/1699826961021841829#m,254,3,28,24
@Ubisoft,https://twitter.com/Ubisoft/status/1699762304479359116#m,Posted,"Sep 7, 2023 · 12:31 PM UTC","NPCs don't have feelings, but people do.  We're promoting positive interactions between the real players behind the screen. Understand your personal triggers and how to combat them, with our Fair Play program: https://ubi.li/vPNv9",https://twitter.com/Ubisoft/status/1699762304479359116#m,701,13,69,87
@rocksmithplus,https://twitter.com/rocksmithplus/status/1699452525328392448#m,Posted,"Sep 6, 2023 · 4:00 PM UTC","We just added more hit songs from Linkin Park, The Cure, Sepultura, Seal, and more! 🎸🤩 Get started at getrocksmith.com  And if you’re a new user, try 7 days of Rocksmith+ for free and learn guitar fast.  #RocksmithPlus #Guitar #GuitarLearning",https://twitter.com/rocksmithplus/status/1699452525328392448#m,120,0,16,12
@rocksmithplus,@originaluser,Retweet,"Sep 6, 2023 · 4:00 PM UTC","We just added more hit songs from Linkin Park, The Cure, Sepultura, Seal, and more! 🎸🤩 Get started at getrocksmith.com  And if you’re a new user, try 7 days of Rocksmith+ for free and learn guitar fast.  #RocksmithPlus #Guitar #GuitarLearning",https://twitter.com/rocksmithplus/status/1699452525328392448#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1699439147155444097#m,Posted,"Sep 6, 2023 · 3:07 PM UTC","The @Brawlhalla x TEKKEN Crossover has begun! Devil Jin, Nina, & Yoshimitsu are ready to brawl on Mishima Dojo, use the TEKKEN Arcade Cabinet Emote, see the Panda Slam KO, and more.",https://twitter.com/Ubisoft/status/1699439147155444097#m,338,8,42,18
@Ubisoft,https://twitter.com/Ubisoft/status/1699068374683419049#m,Posted,"Sep 5, 2023 · 2:34 PM UTC",You wake up here. What you doing first? #AssassinsCreed,https://twitter.com/Ubisoft/status/1699068374683419049#m,2325,54,128,533
@Ubisoft,https://twitter.com/Ubisoft/status/1698695301685477545#m,Posted,"Sep 4, 2023 · 1:51 PM UTC",What's the first thing you think of when listening to this?,https://twitter.com/Ubisoft/status/1698695301685477545#m,2109,152,354,349
@Ubisoft,https://twitter.com/Ubisoft/status/1697619602635624682#m,Posted,"Sep 1, 2023 · 2:37 PM UTC",Posting from here,https://twitter.com/Ubisoft/status/1697619602635624682#m,1851,6,91,149
@TheCrewGame,https://twitter.com/TheCrewGame/status/1696510227741311367#m,Posted,"Aug 29, 2023 · 1:08 PM UTC","For several weeks, @redbullgaming teams followed the development of #TheCrewMotorfest. Go behind the scenes of the game's development with them 🎙️",https://twitter.com/TheCrewGame/status/1696510227741311367#m,602,0,70,8
@TheCrewGame,@originaluser,Retweet,"Aug 29, 2023 · 1:08 PM UTC","For several weeks, @redbullgaming teams followed the development of #TheCrewMotorfest. Go behind the scenes of the game's development with them 🎙️",https://twitter.com/TheCrewGame/status/1696510227741311367#m,,,,
